"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024127","1958-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","625.3","0","71.6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","8",",0","","","","","19580925",",,0","19580930","+,,0","19580930","+,,0","3","","19580904",",,0","19580907","+,,0","-0.6",",0,25,","0",",,0,30,+","0",",,0,30,+","3.0",",,0,04,","35.0",",0,07,+","65.9","0","","","","","65.9",",0","","","","","","","","","","","","","","","","","","","","","6.3",",,,0","","","","","","","","","0",",,,0","18.52",",0","27.03",",,,0","10.01",",,,0","","","","","","","","","135",",X","","","","","","","","","20.6",",X","",""
"USW00024127","1958-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","628.6","0","3.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","18",",0","0",",0","","","","","19581030","+,,0","19581031","+,,0","19581020",",,0","","","19581025","+,,0","19581013",",,0","-3.3",",0,30,+","0",",,0,31,+","0",",T,0,20,","0.0",",T,0,25,+","29.4",",0,13,","236.2","0","","","","","170.3",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","","","","","","","0",",T,,0","12.95",",0","21.95",",,,0","3.95",",,,0","","","","","","","","","315",",X","","","","","","","","","22.1",",X","",""
"USW00024127","1958-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","628.6","0","0.0",",0","8",",0","2",",0","0",",0","6",",0","1",",0","0",",0","18",",0","3",",0","1",",0","0",",0","10","","","","19581118",",,0","19581116",",,0","19581115",",,0","","","19581115",",,0","19581109",",,0","-14.4",",0,18,","229",",,0,16,","241",",,0,15,","15.0",",,0,15,","23.3",",0,09,","673.2","0","","","","","437.0",",0","","","","","","","","","","","","","","","","","","","","","28.8",",,,0","","","","","","","","","264",",,,0","3.77",",0","9.99",",,,0","-2.45",",,,0","","","","","","","","","315","1,X","","","","","","","","","17.5","1,X","",""
"USW00024127","1958-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","628.6","0","0.0",",0","9",",0","1",",0","0",",0","3",",0","1",",0","0",",0","27",",0","1",",0","0",",0","0",",0","17","","","","19581229",",,0","19581230","+,,0","19581227",",,0","","","19581227",",,0","19581210","+,,0","-8.9",",0,29,","25",",,0,30,+","46",",,0,27,","3.6",",,0,27,","12.2",",0,10,+","1169.0","0","","","","","495.8",",0","","","","","","","","","","","","","","","","","","","","","13.9",",,,0","","","","","","","","","74",",,,0","2.34",",0","7.65",",,,0","-2.98",",,,0","","","","","","","","","225",",X","","","","","","","","","14.9",",X","",""
"USW00024127","1959-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","4",",0","0",",0","9",",0","5",",0","1",",0","28",",0","3",",0","0",",0","0",",0","6","","","","19590104",",,0","19590130","+,,0","19590126",",,0","","","19590125",",,0","19590112",",,0","-18.3",",0,04,","51",",,0,30,+","86",",,0,26,","11.7",",,0,25,","15.0",",0,12,","1704.9","0","","","","","535.9",",0","","","","","","","","","","","","","","","","","","","","","40.7",",,,0","","","","","","","","","300",",,,0","1.05",",0","5.95",",,,0","-3.85",",,,0","","","","","","","","","225",",X","","","","","","","","","19.5",",X","",""
"USW00024127","1959-02","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","4",",0","0",",0","10",",0","4",",0","0",",0","19",",0","1",",0","0",",0","0",",0","2","","","","19590214","+,,0","19590209",",,0","19590208",",,0","1","","19590208",",,0","19590221",",,0","-11.7",",0,14,+","203",",,0,09,","216",",,0,08,","16.5",",,0,08,","13.3",",0,21,","2155.3","0","","","","","450.4",",0","","","","","","","","","","","","","","","","","","","","","36.0",",,,0","","","","","","","","","385",",,,0","2.25",",0","7.00",",,,0","-2.50",",,,0","","","","","","","","","180",",X","","","","","","","","","21.6",",X","",""
"USW00024127","1959-03","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","0",",0","0",",0","","","","","19590305",",,0","19590311",",,0","19590310",",,0","2","","19590330",",,0","19590322",",,0","-6.7",",0,05,","0",",T,0,11,","10",",,0,10,","8.6",",,0,30,","19.4",",0,22,","2562.1","0","","","","","406.8",",0","","","","","","","","","","","","","","","","","","","","","20.0",",,,0","","","","","","","","","10",",,,0","5.21",",0","11.69",",,,0","-1.27",",,,0","","","","","","","","","315",",X","","","","","","","","","21.1",",X","",""
"USW00024127","1959-04","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","4.8","0","4.8",",0","5",",0","3",",0","1",",0","0",",0","1",",0","0",",0","11",",0","0",",0","13",",0","0",",0","","","","","19590410",",,0","19590418",",,0","19590418",",,0","","","19590418",",,0","19590430",",,0","-5.6",",0,10,","0",",T,0,18,","33",",,0,18,","27.2",",,0,18,","28.9",",0,30,","2790.4","0","","","","","228.3",",0","","","","","","","","","","","","","","","","","","","","","40.9",",,,0","","","","","","","","","33",",,,0","10.88",",0","18.31",",,,0","3.45",",,,0","","","","","","","","","225",",X","","","","","","","","","17.5",",X","",""
"USW00024127","1959-05","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","12.0","0","7.2",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","","","","","19590520",",,0","19590531","+,,0","19590531","+,,0","7","","19590527",",,0","19590513",",,0","0.6",",0,20,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,27,","33.3",",0,13,","2957.9","0","","","","","167.5",",0","","","","","","","","","","","","","","","","","","","","","52.1",",,,0","","","","","","","","","0",",,,0","13.16",",0","20.12",",,,0","6.20",",,,0","","","","","","","","","180",",X","","","","","","","","","22.6",",X","",""
"USW00024127","1959-06","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","141.3","0","129.3",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","17",",0","","","","","19590601",",,0","19590630","+,,0","19590630","+,,0","6","","19590627",",,0","19590622",",,0","5.0",",0,01,","0",",,0,30,+","0",",,0,30,+","10.7",",,0,27,","37.2",",0,22,","2978.5","0","","","","","20.6",",0","","","","","","","","","","","","","","","","","","","","","35.1",",,,0","","","","","","","","","0",",,,0","21.96",",0","30.51",",,,0","13.40",",,,0","","","","","","","","","270",",X","","","","","","","","","26.2",",X","",""
"USW00024127","1959-07","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","350.7","0","209.4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","19590701",",,0","19590731","+,,0","19590731","+,,0","3","","19590714",",,0","19590723",",,0","8.3",",0,01,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,14,","38.3",",0,23,","0.8","0","","","","","0.8",",0","","","","","","","","","","","","","","","","","","","","","4.9",",,,0","","","","","","","","","0",",,,0","25.06",",0","33.93",",,,0","16.19",",,,0","","","","","","","","","270",",X","","","","","","","","","18.0",",X","",""
"USW00024127","1959-08","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","507.5","0","156.8",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","19590823",",,0","19590831","+,,0","19590831","+,,0","9","","19590819",",,0","19590810","+,,0","7.8",",0,23,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,19,","36.7",",0,10,+","0.8","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","44.8",",,,0","","","","","","","","","0",",,,0","23.39",",0","31.62",",,,0","15.16",",,,0","","","","","","","","","225",",X","","","","","","","","","21.1",",X","",""
"USW00024127","1959-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","555.6","0","48.1",",0","13",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","4",",0","","","","","19590930",",,0","19590930","+,,0","19590930","+,,0","5","","19590919",",,0","19590903",",,0","0.6",",0,30,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,19,","34.4",",0,03,","99.1","0","","","","","98.3",",0","","","","","","","","","","","","","","","","","","","","","42.4",",,,0","","","","","","","","","0",",,,0","16.66",",0","23.44",",,,0","9.88",",,,0","","","","","","","","","315",",X","","","","","","","","","20.6",",X","",""
"USW00024127","1959-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","556.2","0","0.6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","9",",0","0",",0","","","","","19591031",",,0","19591031","+,,0","19591007",",,0","","","19591009",",,0","19591024",",,0","-4.4",",0,31,","0",",,0,31,+","0",",T,0,07,","3.0",",,0,09,","25.6",",0,24,","340.6","0","","","","","241.5",",0","","","","","","","","","","","","","","","","","","","","","5.6",",,,0","","","","","","","","","0",",T,,0","10.56",",0","18.17",",,,0","2.95",",,,0","","","","","","","","","270",",X","","","","","","","","","18.0",",X","",""
"USW00024127","1959-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","556.2","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","","","19591114",",,0","19591105",",,0","19591104",",,0","","","19591104",",,0","19591111",",,0","-11.7",",0,14,","0",",T,0,05,","15",",,0,04,","2.5",",,0,04,","18.3",",0,11,","797.0","0","","","","","456.4",",0","","","","","","","","","","","","","","","","","","","","","2.5",",,,0","","","","","","","","","15",",,,0","3.12",",0","11.44",",,,0","-5.20",",,,0","","","","","","","","","315",",X","","","","","","","","","22.1",",X","",""
"USW00024127","1959-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","556.2","0","0.0",",0","5",",0","3",",0","0",",0","12",",0","3",",0","0",",0","31",",0","6",",0","0",",0","0",",0","7","","","","19591230","+,,0","19591231",",,0","19591231",",,0","","","19591225",",,0","19591202",",,0","-13.3",",0,30,+","76",",,0,31,","119",",,0,31,","14.2",",,0,25,","10.6",",0,02,","1436.9","0","","","","","639.9",",0","","","","","","","","","","","","","","","","","","","","","26.7",",,,0","","","","","","","","","269",",,,0","-2.31",",0","4.20",",,,0","-8.82",",,,0","","","","","","","","","135",",X","","","","","","","","","18.5",",X","",""
"USW00024127","1960-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","3",",0","0",",0","27",",0","4",",0","3",",0","28",",0","12",",0","0",",0","0",",0","14","","","","19600102",",,0","19600102",",,0","19600112",",,0","","","19600125",",,0","19600111","+,,0","-19.4",",0,02,","229",",,0,02,","91",",,0,12,","7.6",",,0,25,","7.8",",0,11,+","2115.4","0","","","","","678.5",",0","","","","","","","","","","","","","","","","","","","","","24.5",",,,0","","","","","","","","","344",",,,0","-3.55",",0","0.64",",,,0","-7.74",",,,0","","","","","","","","","270",",X","","","","","","","","","18.5",",X","",""
"USW00024127","1960-02","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","4",",0","0",",0","16",",0","6",",0","1",",0","26",",0","8",",0","0",",0","0",",0","7","","","","19600229",",,0","19600214",",,0","19600213",",,0","1","","19600213",",,0","19600208",",,0","-20.0",",0,29,","127",",,0,14,","135",",,0,13,","9.4",",,0,13,","13.3",",0,08,","2701.7","0","","","","","586.3",",0","","","","","","","","","","","","","","","","","","","","","40.1",",,,0","","","","","","","","","462",",,,0","-1.88",",0","2.69",",,,0","-6.46",",,,0","","","","","","","","","180",",X","","","","","","","","","22.6",",X","",""
"USW00024127","1960-03","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","8",",0","0",",0","8",",0","2",",0","0",",0","15",",0","1",",0","4",",0","0",",0","6","","","","19600301",",,0","19600316",",,0","19600314",",,0","2","","19600307",",,0","19600326",",,0","-10.6",",0,01,","127",",,0,16,","132",",,0,14,","12.7",",,0,07,","25.6",",0,26,","3089.7","0","","","","","388.0",",0","","","","","","","","","","","","","","","","","","","","","62.2",",,,0","","","","","","","","","289",",,,0","5.82",",0","12.04",",,,0","-0.40",",,,0","","","","","","","","","315",",X","","","","","","","","","23.6",",X","",""
"USW00024127","1960-04","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.6","0","0.6",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","10",",0","0",",0","","","","","19600417",",,0","19600430","+,,0","19600424",",,0","1","","19600423",",,0","19600409",",,0","-4.4",",0,17,","0",",,0,30,+","15",",,0,24,","7.4",",,0,23,","27.8",",0,09,","3327.3","0","","","","","237.6",",0","","","","","","","","","","","","","","","","","","","","","28.4",",,,0","","","","","","","","","18",",,,0","10.43",",0","17.96",",,,0","2.91",",,,0","","","","","","","","","180",",X","","","","","","","","","25.7",",X","",""
"USW00024127","1960-05","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","20.0","0","19.4",",0","4",",0","2",",0","0",",0","0",",0","1",",0","0",",0","1",",0","0",",0","22",",0","2",",0","2","","","","19600519",",,0","19600531","+,,0","19600518",",,0","3","","19600504",",,0","19600512",",,0","-0.6",",0,19,","0",",,0,31,+","25",",,0,18,","10.9",",,0,04,","33.3",",0,12,","3456.2","0","","","","","128.9",",0","","","","","","","","","","","","","","","","","","","","","18.5",",,,0","","","","","","","","","25",",,,0","14.80",",0","23.25",",,,0","6.36",",,,0","","","","","","","","","180",",X","","","","","","","","","21.6",",X","",""
"USW00024127","1960-06","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","128.1","0","108.1",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","19600621",",,0","19600630","+,,0","19600630","+,,0","5","","19600607",",,0","19600628","+,,0","3.3",",0,21,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,07,","36.1",",0,28,+","3464.5","0","","","","","8.3",",0","","","","","","","","","","","","","","","","","","","","","10.0",",,,0","","","","","","","","","0",",,,0","21.66",",0","30.93",",,,0","12.39",",,,0","","","","","","","","","315",",X","","","","","","","","","19.5",",X","",""
"USW00024127","1960-07","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","406.5","0","278.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19600705",",,0","19600731","+,,0","19600731","+,,0","6","","19600731",",,0","19600726",",,0","11.7",",0,05,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,31,","41.7",",0,26,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.5",",,,0","","","","","","","","","0",",,,0","27.31",",0","36.77",",,,0","17.86",",,,0","","","","","","","","","225",",X","","","","","","","","","20.0",",X","",""
"USW00024127","1960-08","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","576.0","0","169.5",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","1","","","","19600828","+,,0","19600831","+,,0","19600831","+,,0","7","","19600822",",,0","19600820",",,0","6.7",",0,28,+","0",",,0,31,+","0",",,0,31,+","26.4",",,0,22,","39.4",",0,20,","11.4","0","","","","","11.4",",0","","","","","","","","","","","","","","","","","","","","","33.8",",,,0","","","","","","","","","0",",,,0","23.43",",0","32.93",",,,0","13.94",",,,0","","","","","","","","","180",",X","","","","","","","","","30.8",",X","",""
"USW00024127","1960-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","639.6","0","63.6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","19600924",",,0","19600930","+,,0","19600930","+,,0","5","","19600903",",,0","19600912",",,0","5.6",",0,24,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,03,","32.8",",0,12,","21.4","0","","","","","10.0",",0","","","","","","","","","","","","","","","","","","","","","12.5",",,,0","","","","","","","","","0",",,,0","20.12",",0","28.78",",,,0","11.46",",,,0","","","","","","","","","135",",X","","","","","","","","","20.0",",X","",""
"USW00024127","1960-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","643.7","0","4.1",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","12",",0","0",",0","3","","","","19601030",",,0","19601031","+,,0","19601009",",,0","2","","19601009",",,0","19601007","+,,0","-7.8",",0,30,","0",",,0,31,+","0",",T,0,09,","11.7",",,0,09,","28.3",",0,07,+","257.8","0","","","","","236.4",",0","","","","","","","","","","","","","","","","","","","","","30.2",",,,0","","","","","","","","","0",",T,,0","10.84",",0","18.43",",,,0","3.25",",,,0","","","","","","","","","45",",X","","","","","","","","","15.9",",X","",""
"USW00024127","1960-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","643.7","0","0.0",",0","11",",0","3",",0","0",",0","3",",0","1",",0","0",",0","20",",0","0",",0","0",",0","0",",0","6","","","","19601122",",,0","19601128",",,0","19601127",",,0","","","19601127",",,0","19601125",",,0","-7.2",",0,22,","51",",,0,28,","117",",,0,27,","21.3",",,0,27,","20.6",",0,25,","668.1","0","","","","","410.3",",0","","","","","","","","","","","","","","","","","","","","","43.9",",,,0","","","","","","","","","127",",,,0","4.66",",0","10.09",",,,0","-0.78",",,,0","","","","","","","","","225",",X","","","","","","","","","21.1",",X","",""
"USW00024127","1960-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","643.7","0","0.0",",0","6",",0","2",",0","0",",0","5",",0","1",",0","0",",0","29",",0","3",",0","0",",0","0",",0","15","","","","19601207",",,0","19601205",",,0","19601204",",,0","","","19601204",",,0","19601201",",,0","-12.8",",0,07,","51",",,0,05,","79",",,0,04,","4.1",",,0,04,","13.3",",0,01,","1277.6","0","","","","","609.5",",0","","","","","","","","","","","","","","","","","","","","","10.0",",,,0","","","","","","","","","115",",,,0","-1.33",",0","4.13",",,,0","-6.78",",,,0","","","","","","","","","180",",X","","","","","","","","","17.5",",X","",""
"USW00024127","1961-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","0",",0","0",",0","11","","","","19610128",",,0","19610131","+,,0","19610131",",,0","","","19610131",",,0","19610131",",,0","-14.4",",0,28,","0",",,0,31,+","3",",,0,31,","2.3",",,0,31,","13.3",",0,31,","1903.1","0","","","","","625.5",",0","","","","","","","","","","","","","","","","","","","","","2.3",",,,0","","","","","","","","","3",",,,0","-1.85",",0","5.48",",,,0","-9.17",",,,0","","","","","","","","","360",",X","","","","","","","","","13.4",",X","",""
"USW00024127","1961-02","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","7",",0","0",",0","7",",0","5",",0","0",",0","20",",0","0",",0","0",",0","0",",0","11","","","","19610226",",,0","19610219",",,0","19610218",",,0","1","","19610218",",,0","19610211",",,0","-11.1",",0,26,","152",",,0,19,","188",",,0,18,","17.5",",,0,18,","18.3",",0,11,","2321.2","0","","","","","418.1",",0","","","","","","","","","","","","","","","","","","","","","52.3",",,,0","","","","","","","","","407",",,,0","3.40",",0","8.95",",,,0","-2.14",",,,0","","","","","","","","","180",",X","","","","","","","","","18.0",",X","",""
"USW00024127","1961-03","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","5",",0","0",",0","2",",0","2",",0","0",",0","17",",0","0",",0","1",",0","0",",0","2","","","","19610305","+,,0","19610306",",,0","19610306",",,0","2","","19610325",",,0","19610323",",,0","-4.4",",0,05,+","51",",,0,06,","58",",,0,06,","15.5",",,0,25,","22.8",",0,23,","2701.3","0","","","","","380.1",",0","","","","","","","","","","","","","","","","","","","","","47.0",",,,0","","","","","","","","","125",",,,0","6.07",",0","12.02",",,,0","0.12",",,,0","","","","","","","","","180",",X","","","","","","","","","19.5",",X","",""
"USW00024127","1961-04","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","1.4","0","1.4",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","10",",0","0",",0","","","","","19610406",",,0","19610430","+,,0","19610424",",,0","","","19610412",",,0","19610429",",,0","-4.4",",0,06,","0",",,0,30,+","20",",,0,24,","10.2",",,0,12,","27.2",",0,29,","2951.1","0","","","","","249.8",",0","","","","","","","","","","","","","","","","","","","","","24.2",",,,0","","","","","","","","","20",",,,0","10.05",",0","17.18",",,,0","2.93",",,,0","","","","","","","","","270",",X","","","","","","","","","30.8",",X","",""
"USW00024127","1961-05","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","33.3","0","31.9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","22",",0","6",",0","1","","","","19610505",",,0","19610531","+,,0","19610512",",,0","3","","19610507",",,0","19610528","+,,0","-2.2",",0,05,","0",",,0,31,+","0",",T,0,12,","2.3",",,0,07,","33.3",",0,28,+","3055.6","0","","","","","104.5",",0","","","","","","","","","","","","","","","","","","","","","6.1",",,,0","","","","","","","","","0",",T,,0","15.99",",0","24.86",",,,0","7.12",",,,0","","","","","","","","","180",",X","","","","","","","","","24.7",",X","",""
"USW00024127","1961-06","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","202.3","0","169.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","","","","","19610603",",,0","19610630","+,,0","19610630","+,,0","2","","19610602",",,0","19610621",",,0","6.7",",0,03,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,02,","40.0",",0,21,","3063.3","0","","","","","7.7",",0","","","","","","","","","","","","","","","","","","","","","2.3",",,,0","","","","","","","","","0",",,,0","23.71",",0","33.44",",,,0","13.98",",,,0","","","","","","","","","225",",X","","","","","","","","","19.0",",X","",""
"USW00024127","1961-07","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","458.6","0","256.3",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","19610701",",,0","19610731","+,,0","19610731","+,,0","8","","19610704",",,0","19610729","+,,0","11.1",",0,01,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,04,","38.3",",0,29,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","13.8",",,,0","","","","","","","","","0",",,,0","26.60",",0","35.36",",,,0","17.84",",,,0","","","","","","","","","225",",X","","","","","","","","","24.7",",X","",""
"USW00024127","1961-08","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","678.8","0","220.2",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","19610814",",,0","19610831","+,,0","19610831","+,,0","8","","19610815",",,0","19610819","+,,0","13.3",",0,14,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,15,","37.2",",0,19,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","30.5",",,,0","","","","","","","","","0",",,,0","25.44",",0","33.38",",,,0","17.49",",,,0","","","","","","","","","270",",X","","","","","","","","","31.4",",X","",""
